"time","M","Y","Z","I"
1539,661.454,42.1208,13.839,331
1540,666.409,42.1596,13.7801,334
1541,651.968,42.109,13.7002,335
1542,652.471,42.0797,13.6135,336
1543,658.324,42.1309,13.5336,339
1544,653.692,42.1574,13.4705,340
1545,646.823,42.1092,13.3929,338
1546,653.24,42.1224,13.3233,339
1547,663.516,42.2048,13.2605,339
1548,662.865,42.2613,13.2484,338
1549,667.678,42.3448,13.2294,338
1550,657.61,42.3505,13.2179,338
1551,640.449,42.2259,13.2301,337
1552,658.304,42.2238,13.2142,336
1553,650.074,42.166,13.205,336
1554,635.467,42.027,13.2211,337
1555,636.72,41.9477,13.2295,340
1556,638.748,41.8908,13.2143,340
1557,640.573,41.8647,13.2185,341
1558,641.316,41.8709,13.2443,343
1559,643.784,41.8937,13.2621,343
1560,631.606,41.8174,13.2882,342
1561,633.245,41.7485,13.29,341
1562,646.421,41.8025,13.2509,343
1563,640.279,41.8204,13.2503,344
1564,641.051,41.8661,13.2321,346
1565,652.546,41.9502,13.1885,343
1566,659.291,42.0219,13.1636,339
1567,653.662,42.0348,13.1458,338
1568,653.996,42.1236,13.1376,344
1569,647.096,42.1178,13.1395,341
1570,648.087,42.1194,13.1467,341
1571,644.478,42.0715,13.1227,339
1572,661.03,42.1422,13.1011,339
1573,661.527,42.2088,13.1181,339
1574,651.174,42.2221,13.1237,341
1575,649.057,42.2194,13.138,341
1576,639.951,42.1419,13.1644,340
1577,645.256,42.0846,13.1869,338
1578,651.831,42.0659,13.191,337
1579,671.247,42.1817,13.2188,337
1580,677.923,42.3308,13.217,337
1581,670.43,42.3873,13.2175,335
1582,676.287,42.4776,13.2025,335
1583,665.359,42.4841,13.2247,335
1584,679.823,42.5621,13.2456,333
1585,665.841,42.5629,13.2498,335
1586,663.156,42.4948,13.2489,331
1587,661.641,42.4112,13.2246,330
1588,650.377,42.2487,13.2066,329
1589,649.239,42.0712,13.2007,327
1590,637.415,41.8584,13.2371,329
1591,635.774,41.6694,13.2839,330
1592,643.296,41.5997,13.3016,334
1593,638.367,41.5163,13.3299,335
1594,625.83,41.3567,13.332,335
1595,637.047,41.3022,13.3564,336
1596,628.242,41.2056,13.3567,337
1597,637.418,41.1697,13.3353,336
1598,639.376,41.1509,13.3091,336
1599,639.339,41.1339,13.2581,336
1600,636.605,41.1001,13.2024,336
1601,641.344,41.0899,13.1356,335
1602,651.01,41.1339,13.0763,334
1603,655.209,41.2016,13.0544,334
1604,655.388,41.2383,13.0283,332
1605,648.349,41.2238,12.9782,332
1606,661.814,41.2887,12.9611,331
1607,651.433,41.2772,12.9308,331
1608,647.49,41.2528,12.9195,332
1609,645.741,41.2069,12.9136,331
1610,658.567,41.2266,12.9083,329
1611,660.21,41.2553,12.8976,329
1612,684.189,41.4144,12.8944,327
1613,678.77,41.5728,12.9082,331
1614,676.593,41.7386,12.9295,334
1615,667.434,41.8121,12.941,333
1616,672.69,41.8875,12.9365,331
1617,672.021,41.9633,12.9568,332
1618,671.419,42.0399,12.9532,333
1619,688.877,42.1601,12.9456,328
1620,687.49,42.2584,12.9312,328
1621,677.241,42.2393,12.9374,325
1622,677.017,42.1949,12.9463,323
1623,685.815,42.1866,12.9963,321
1624,671.233,42.0202,13.046,316
1625,681.51,41.9371,13.098,316
1626,686.259,41.9458,13.1211,320
1627,686.033,41.9258,13.1447,318
1628,692.13,41.987,13.1685,321
1629,695.817,42.079,13.1926,322
1630,682.035,42.0583,13.2303,321
1631,676.832,42.0189,13.2611,322
1632,661.348,41.8954,13.2551,323
1633,659.114,41.8207,13.2412,327
1634,675.102,41.8726,13.2386,328
1635,670.592,41.8763,13.1864,327
1636,678.233,41.9562,13.1603,329
1637,668.01,41.9722,13.163,330
1638,662.409,41.9491,13.1568,330
1639,652.868,41.8771,13.176,331
1640,642.481,41.7799,13.2048,334
1641,647.533,41.7395,13.1983,335
1642,648.48,41.747,13.186,338
1643,652.032,41.8153,13.1472,341
1644,643.528,41.8176,13.1238,341
1645,645.776,41.8106,13.1401,339
1646,630.698,41.7008,13.1412,339
1647,634.228,41.6269,13.1663,339
1648,636.505,41.5886,13.1713,340
1649,637.655,41.538,13.1641,338
1650,633.289,41.4749,13.1415,339
1651,634.76,41.465,13.111,342
1652,649.584,41.5215,13.0983,340
1653,653.926,41.5894,13.1006,338
1654,662.333,41.6696,13.1221,335
1655,655.5,41.6825,13.1228,334
1656,652.05,41.6831,13.1206,335
1657,641.745,41.5893,13.0861,333
1658,632.471,41.4308,13.063,332
1659,634.023,41.2754,13.0509,330
1660,639.021,41.1821,13.0351,331
1661,641.719,41.1045,13.0153,330
1662,642.347,41.0883,13.0121,334
1663,639.312,41.0534,13.0299,334
1664,634.781,41.0036,13.0512,336
1665,640.603,40.9986,13.0764,335
1666,636.843,40.9686,13.0804,335
1667,622.658,40.8337,13.0806,334
1668,626.993,40.6946,13.0512,330
1669,635.393,40.6264,13.0014,330
1670,642.054,40.61,12.9527,330
1671,641.749,40.5932,12.9234,330
1672,643.274,40.5762,12.899,329
1673,653.646,40.6175,12.894,328
1674,648.582,40.6332,12.883,329
1675,647.624,40.6409,12.8674,329
1676,642.261,40.5875,12.8658,327
1677,637.435,40.5321,12.8564,329
1678,641.192,40.5199,12.814,330
1679,639.172,40.4833,12.7704,329
1680,627.455,40.3964,12.749,331
1681,619.61,40.2898,12.7438,333
1682,632.349,40.3045,12.7386,335
1683,644.714,40.3769,12.7332,333
1684,638.742,40.4136,12.7462,334
1685,644.168,40.4708,12.7511,333
1686,639.151,40.5002,12.7535,334
1687,634.636,40.5082,12.7368,335
1688,631.473,40.4938,12.7194,335
1689,627.725,40.4435,12.7156,334
1690,641.453,40.5037,12.7041,335
1691,642.108,40.5742,12.6768,337
1692,638.197,40.635,12.6434,338
1693,648.177,40.77,12.648,339
1694,654.459,40.9088,12.6707,337
1695,641.213,40.9302,12.6822,336
1696,635.592,40.8748,12.7002,333
1697,626.933,40.7429,12.7094,331
1698,625.44,40.6269,12.7119,332
1699,621.396,40.496,12.7074,332
1700,619.556,40.3903,12.6916,334
1701,615.2,40.2898,12.7105,336
1702,617.58,40.2161,12.7326,336
1703,620.622,40.1827,12.7517,337
1704,626.96,40.2082,12.7941,338
1705,619.164,40.1893,12.8376,339
1706,631.948,40.2361,12.8443,337
1707,649.753,40.3995,12.8269,337
1708,658.578,40.6057,12.7855,337
1709,655.72,40.7705,12.7492,337
1710,658.548,40.9372,12.7081,337
1711,665.593,41.1342,12.6749,337
1712,661.134,41.2925,12.6434,338
1713,665.22,41.4366,12.6202,336
1714,658.098,41.5294,12.6098,337
1715,660.689,41.668,12.6178,340
1716,659.42,41.8209,12.6118,343
1717,669.978,42.0309,12.6265,343
1718,661.48,42.1721,12.6778,344
1719,658.332,42.2765,12.7425,344
1720,653.699,42.325,12.7942,343
1721,657.629,42.3831,12.8465,342
1722,644.066,42.3534,12.9083,343
1723,633.659,42.2424,12.958,342
1724,625.193,42.0847,13.0032,342
1725,629.274,41.96,13.0324,341
1726,635.647,41.9046,13.0759,342
1727,641.382,41.956,13.1238,347
1728,634.844,41.9559,13.1897,347
1729,623.559,41.8885,13.2341,348
1730,629.603,41.8588,13.2668,347
1731,610.743,41.7229,13.282,349
1732,607.269,41.577,13.3003,349
1733,612.242,41.4235,13.2909,344
1734,618.518,41.3771,13.2561,348
1735,617.866,41.2958,13.2066,345
1736,630.779,41.3134,13.1675,345
1737,641.501,41.3917,13.1501,344
1738,648.451,41.5225,13.1662,345
1739,646.606,41.6265,13.1662,345
1740,657.546,41.7834,13.145,344
1741,664.691,41.9987,13.1357,346
1742,680.122,42.2733,13.0931,344
1743,676.01,42.5029,13.0473,345
1744,681.309,42.7582,12.9991,346
1745,677.978,43.0019,12.9846,349
1746,674.08,43.1663,12.9591,347
1747,671.472,43.3078,12.9646,348
1748,672.725,43.443,12.9892,348
1749,676.552,43.6038,13.0302,349
1750,673.697,43.7272,13.0629,349
1751,664.827,43.7622,13.1121,348
1752,655.045,43.6996,13.1796,346
1753,660.64,43.6954,13.2658,347
1754,660.276,43.6892,13.3379,347
1755,650.049,43.6364,13.418,349
1756,647.144,43.5195,13.4944,345
1757,659.829,43.5288,13.546,347
1758,664.946,43.5477,13.5904,345
1759,654.252,43.4899,13.6329,346
1760,659.027,43.4716,13.6833,345
1761,670.524,43.51,13.7221,343
1762,661.072,43.4912,13.733,344
1763,666.964,43.5409,13.7134,346
1764,668.668,43.6355,13.7121,349
1765,666.601,43.7309,13.7101,351
1766,671.941,43.8028,13.6936,347
1767,659.647,43.7681,13.6569,346
1768,666.582,43.773,13.6598,345
1769,678.224,43.8846,13.6657,347
1770,682.402,44.0007,13.6476,346
1771,678.061,44.0352,13.6418,343
1772,681.355,44.1019,13.6539,344
1773,684.32,44.1953,13.648,345
1774,690.588,44.3225,13.6636,345
1775,682.729,44.3813,13.6933,345
1776,679.256,44.4613,13.7232,349
1777,681.531,44.497,13.7458,345
1778,682.677,44.5238,13.7349,344
1779,687.31,44.6063,13.7364,346
1780,683.379,44.6395,13.7715,345
1781,677.141,44.5997,13.8079,343
1782,672.427,44.5571,13.8187,345
1783,671.784,44.4505,13.8396,340
1784,680.206,44.4132,13.8689,340
1785,689.585,44.4708,13.9089,342
1786,685.427,44.4804,13.9273,341
1787,678.984,44.4315,13.9524,340
1788,668.686,44.3297,13.9636,341
1789,674.717,44.2675,13.972,340
1790,669.345,44.1876,13.9979,341
1791,675.311,44.196,14.0083,344
1792,661.78,44.1219,13.9959,345
1793,660.402,44.0334,13.9825,344
1794,656.462,43.9519,13.949,346
1795,644.815,43.773,13.9373,344
1796,637.034,43.5709,13.9554,345
1797,639.03,43.3922,13.9584,344
1798,636.327,43.2256,13.9431,345
1799,631.195,43.065,13.9111,347
1800,645.475,43.034,13.8916,348
1801,642.128,42.9827,13.8665,348
1802,641.815,42.9225,13.8692,347
1803,641.533,42.9033,13.8459,350
1804,638.58,42.841,13.8182,348
1805,635.922,42.7786,13.7926,349
1806,668.63,42.954,13.7364,349
1807,672.867,43.1536,13.673,350
1808,671.28,43.3078,13.6169,349
1809,669.852,43.4612,13.5647,351
1810,660.467,43.5063,13.5142,349
1811,659.22,43.5504,13.5045,350
1812,659.898,43.5694,13.4884,348
1813,660.508,43.5782,13.4695,347
1814,644.858,43.4883,13.4635,348
1815,637.972,43.3352,13.444,346
1816,646.175,43.2435,13.4244,345
1817,645.457,43.1566,13.4794,345
1818,653.811,43.1373,13.542,345
1819,656.83,43.1536,13.5905,346
1820,645.147,43.0618,13.6386,344
1821,647.233,42.9819,13.6527,343
1822,660.809,43.0175,13.6666,344
1823,655.028,42.984,13.6725,342
1824,672.326,43.061,13.6753,341
1825,683.393,43.2194,13.6471,342
1826,684.354,43.3676,13.599,342
1827,684.318,43.4997,13.5703,342
1828,697.786,43.7111,13.543,342
1829,691.008,43.8268,13.5369,340
1830,684.907,43.8881,13.5421,340
1831,680.316,43.8854,13.5132,338
1832,676.185,43.8675,13.4882,339
1833,668.866,43.8268,13.4993,341
1834,669.48,43.782,13.4888,340
1835,679.932,43.8138,13.513,340
1836,665.038,43.7524,13.5627,341
1837,673.235,43.7541,13.6092,341
1838,667.111,43.6498,13.6507,336
1839,670.6,43.5291,13.717,332
1840,662.94,43.3445,13.7533,330
1841,652.446,43.1342,13.7726,332
1842,667.301,43.046,13.7717,332
1843,676.171,43.0011,13.7661,330
1844,667.954,42.9187,13.7533,331
1845,658.759,42.7457,13.7392,328
1846,646.883,42.463,13.7492,324
1847,642.495,42.1936,13.73,325
1848,631.345,41.8913,13.7305,326
1849,638.411,41.6556,13.6978,325
1850,660.97,41.6186,13.6599,327
1851,652.473,41.5043,13.602,325
1852,661.925,41.4517,13.536,324
1853,673.133,41.4267,13.5083,320
1854,670.62,41.3367,13.4942,316
1855,653.958,41.1746,13.4683,318
1856,652.462,41.0076,13.4141,317
1857,640.316,40.7803,13.3253,317
1858,650.984,40.6455,13.2408,317
1859,657.886,40.5818,13.1459,318
1860,658.697,40.5301,13.072,318
1861,655.827,40.4905,13.0604,320
1862,677.545,40.5828,13.0245,319
1863,666.49,40.6067,13.008,320
1864,661.041,40.6054,13.0001,321
1865,685.837,40.7786,12.9719,322
1866,668.553,40.8335,12.921,323
1867,672.798,40.9233,12.8686,324
1868,676.618,41.0415,12.7973,325
1869,661.156,41.0455,12.755,325
1870,654.441,41.0549,12.735,329
1871,642.997,40.9871,12.7188,329
1872,651.597,40.9837,12.7063,329
1873,650.337,40.9599,12.7353,328
1874,642.904,40.8769,12.7428,327
1875,652.413,40.9031,12.7424,330
1876,667.272,41.0131,12.7968,329
1877,651.845,40.9713,12.814,326
1878,655.06,40.9801,12.8422,328
1879,668.754,41.0534,12.8793,326
1880,663.979,41.0874,12.8805,326
1881,668.681,41.0849,12.8835,321
1882,672.913,41.0973,12.8622,320
1883,685.722,41.1782,12.8611,319
1884,673.849,41.1739,12.8536,319
1885,687.464,41.258,12.8276,319
1886,679.018,41.2526,12.8358,317
1887,672.316,41.2434,12.8703,320
1888,666.285,41.247,12.8572,324
1889,672.556,41.3171,12.86,326
1890,671.901,41.414,12.883,329
1891,675.81,41.4621,12.8937,324
1892,669.429,41.4632,12.8929,324
1893,672.686,41.4984,12.8968,325
1894,669.318,41.4821,12.9222,323
1895,671.686,41.5087,12.9208,325
1896,671.117,41.5159,12.9472,324
1897,667.006,41.4954,12.9455,324
1898,664.205,41.4587,12.9426,324
1899,665.285,41.4202,12.9437,323
1900,660.856,41.3316,12.9657,321
1901,673.971,41.3634,12.9962,323
1902,667.773,41.3513,13.0112,323
1903,670.296,41.3442,13.0116,322
1904,661.767,41.2822,13.0226,322
1905,672.99,41.2999,13.0175,322
1906,655.191,41.2123,13.0259,323
1907,645.472,41.0826,13.0281,324
1908,649.325,40.9796,13.0217,323
1909,656.392,40.9212,13.0102,322
1910,650.153,40.8655,12.9981,325
1911,652.638,40.8196,12.9703,324
1912,661.174,40.8219,12.9803,323
1913,642.756,40.7158,12.9765,324
1914,634.281,40.5532,12.9742,323
1915,632.053,40.3933,12.9548,323
1916,634.547,40.2787,12.9604,324
1917,638.593,40.2028,12.9328,324
1918,637.733,40.1536,12.8922,326
1919,632.46,40.099,12.8598,328
1920,628.614,40.0487,12.8415,330
1921,629.653,40.0106,12.824,330
1922,630.587,39.9708,12.8096,329
1923,639.529,40.007,12.8103,330
1924,643.976,40.0813,12.777,331
1925,634.478,40.0842,12.726,331
1926,637.63,40.1078,12.6758,331
1927,659.367,40.262,12.6399,330
1928,670.831,40.438,12.6161,327
1929,669.448,40.5989,12.6006,328
1930,663.703,40.6919,12.5835,328
1931,671.133,40.8243,12.5677,327
1932,661.619,40.867,12.5558,326
1933,662.957,40.9394,12.5433,328
1934,666.862,41.0172,12.5546,327
1935,666.775,41.0608,12.5779,325
1936,659.498,41.0392,12.5788,324
1937,658.348,41.0124,12.5863,324
1938,658.213,41.0001,12.6347,325
1939,677.892,41.1316,12.6899,326
1940,687.503,41.3126,12.7404,326
1941,691.652,41.4753,12.7696,324
1942,670.187,41.5056,12.8111,326
1943,657.169,41.4593,12.8245,327
1944,654.452,41.4124,12.8472,328
1945,650.207,41.3175,12.8716,326
1946,645.486,41.1891,12.8853,325
1947,651.137,41.1115,12.8785,325
1948,651.724,41.0087,12.8701,322
1949,666.651,41.0013,12.8663,321
1950,655.786,40.9366,12.9075,322
1951,656.807,40.8729,12.9643,321
1952,656.827,40.7909,13.0154,319
1953,653.244,40.7194,13.0249,321
1954,650.92,40.6404,13.0104,321
1955,660.528,40.6701,12.9957,324
1956,643.075,40.5821,12.9659,324
1957,648.967,40.5298,12.9256,323
1958,637.171,40.4423,12.9012,326
1959,635.554,40.3412,12.869,325
1960,614.298,40.111,12.8666,325
1961,630.268,40.0223,12.8463,326
1962,614.042,39.8008,12.8263,323
1963,622.837,39.6483,12.8006,322
1964,631.654,39.5937,12.7782,324
1965,638.688,39.5909,12.7534,324
1966,639.619,39.5579,12.7627,321
1967,653.958,39.6216,12.7351,321
1968,657.862,39.7165,12.7187,322
1969,660.476,39.8564,12.6912,325
1970,650.228,39.9015,12.6595,324
1971,664.405,40.0222,12.5873,323
1972,656.465,40.0656,12.5594,322
1973,644.818,40.0408,12.4899,323
1974,639.736,39.9609,12.4421,321
1975,646.863,39.9976,12.4249,326
1976,655.976,40.0781,12.4241,325
1977,654.279,40.1639,12.4137,327
1978,638.351,40.1352,12.4337,327
1979,637.516,40.1161,12.4635,328
1980,630.464,40.0643,12.5073,329
1981,630.418,40.0056,12.5215,328
1982,641.176,40.0001,12.5594,326
1983,637.358,39.9578,12.573,325
1984,645.623,39.962,12.5652,324
1985,666.56,40.052,12.5402,320
1986,671.004,40.1228,12.5517,317
1987,662.404,40.1308,12.5769,317
1988,652.863,40.0893,12.6039,318
1989,637.977,39.9563,12.5948,318
1990,638.079,39.8136,12.5889,316
1991,630.971,39.6526,12.5726,317
1992,642.574,39.5708,12.5542,316
1993,639.517,39.4292,12.5524,312
1994,653.865,39.3932,12.5392,312
1995,649.679,39.3345,12.5405,312
1996,658.511,39.3379,12.5687,312
1997,661.06,39.3316,12.5909,310
1998,666.054,39.3702,12.5935,311
1999,666.948,39.4231,12.5804,312
2000,670.454,39.4797,12.5387,311
2001,670.908,39.5332,12.4939,311
2002,660.517,39.5408,12.4434,313
2003,655.666,39.5295,12.4177,314
2004,654.899,39.5522,12.3733,317
2005,653.309,39.5497,12.362,316
2006,643.778,39.4619,12.3436,314
2007,634.3,39.2988,12.3446,312
2008,637.47,39.173,12.3427,312
2009,631.323,39.0337,12.3548,313
2010,636.591,38.9182,12.3714,311
2011,636.832,38.8042,12.3891,310
2012,635.249,38.7166,12.4059,312
2013,632.924,38.6115,12.4083,311
2014,629.031,38.5291,12.4048,314
2015,648.928,38.5944,12.4119,315
2016,647.035,38.6158,12.4111,313
2017,650.732,38.5961,12.3835,308
2018,661.259,38.6441,12.3324,308
2019,656.333,38.6563,12.2929,308
2020,660,38.6648,12.2492,306
2021,672.3,38.7486,12.2129,306
2022,674.37,38.8493,12.1772,307
2023,672.633,38.9286,12.1497,307
2024,673.769,39.0066,12.1167,307
2025,664.892,39.0722,12.0908,311
2026,666.803,39.1684,12.1113,313
2027,677.523,39.3355,12.1181,314
2028,689.871,39.5104,12.1119,310
2029,687.484,39.6518,12.1269,310
2030,688.035,39.7817,12.1308,310
2031,675.032,39.8292,12.1334,311
2032,675.029,39.8847,12.1597,312
2033,675.026,39.9083,12.1913,310
2034,694.823,40.0671,12.2162,311
2035,698.241,40.2575,12.2407,313
2036,695.917,40.413,12.2613,313
2037,691.125,40.5482,12.2915,315
2038,685.913,40.6359,12.3439,315
2039,685.721,40.7262,12.3988,316
2040,676.549,40.7223,12.4431,314
2041,679.094,40.7481,12.4839,315
2042,661.585,40.6721,12.4988,316
2043,656.626,40.5975,12.5162,318
2044,644.964,40.468,12.5237,319
2045,635.367,40.2903,12.5735,319
2046,628.531,40.0632,12.6332,317
2047,619.678,39.8151,12.682,318
2048,618.01,39.5589,12.7245,316
2049,623.709,39.3544,12.752,315
2050,617.138,39.1532,12.7803,317
2051,606.724,38.8948,12.7791,316
2052,603.652,38.6326,12.7872,315
2053,611.687,38.461,12.7633,316
2054,613.518,38.3076,12.7399,315
2055,616.966,38.1924,12.6993,315
2056,604.769,38,12.6435,314
2057,618.993,37.8947,12.5722,312
2058,632.693,37.9114,12.4944,314
2059,634.224,37.9846,12.414,318
2060,629.302,38.0304,12.3498,319
2061,637.471,38.1364,12.2867,320
2062,639.424,38.2438,12.2056,320
2063,641.182,38.3513,12.1233,320
2064,646.364,38.4561,12.0695,318
2065,641.127,38.5285,12.0213,319
2066,636.415,38.5505,11.9852,318
2067,633.973,38.5545,11.9248,318
2068,641.676,38.5954,11.8918,317
2069,645.908,38.622,11.897,314
2070,638.917,38.5769,11.92,312
2071,638.026,38.5064,11.9344,310
2072,648.923,38.487,11.9676,308
2073,648.831,38.4814,12.0013,309
2074,633.448,38.3438,12.035,306
2075,646.603,38.3147,12.0679,307
2076,649.443,38.3063,12.0906,307
2077,660.098,38.3777,12.0976,308
2078,669.689,38.5013,12.0988,308
2079,659.42,38.5352,12.1116,307
2080,663.678,38.6175,12.12,309
2081,672.91,38.7488,12.1058,309
2082,677.619,38.9348,12.0837,312
2083,674.657,39.0695,12.0776,311
2084,667.491,39.1192,12.0759,309
2085,675.442,39.2263,12.0327,310
2086,677.198,39.3202,12.0236,309
2087,663.478,39.331,12.0209,310
2088,663.73,39.3422,12.0433,310
2089,665.757,39.4033,12.0821,313
2090,663.082,39.441,12.0928,313
2091,661.573,39.4778,12.1186,314
2092,662.916,39.5193,12.1598,314
2093,666.824,39.5556,12.2182,312
2094,666.742,39.5748,12.2604,311
2095,651.368,39.4952,12.276,311
2096,650.131,39.4037,12.3096,310
2097,667.918,39.472,12.3391,313
2098,673.126,39.579,12.3425,314
2099,660.714,39.6084,12.346,315
2100,669.342,39.6769,12.3652,314
2101,653.708,39.6388,12.377,314
2102,634.237,39.493,12.3886,315
2103,641.013,39.369,12.4016,312
2104,644.412,39.2797,12.413,312
2105,632.171,39.0861,12.419,309
2106,632.854,38.8931,12.394,307
2107,652.368,38.8293,12.3653,306
2108,649.232,38.7279,12.3867,304
2109,657.208,38.6233,12.4203,299
2110,647.288,38.4697,12.4295,299
2111,639.259,38.2959,12.451,300
2112,641.033,38.188,12.4391,303
2113,655.23,38.1787,12.3933,303
2114,665.307,38.2705,12.3544,306
2115,677.076,38.4385,12.3264,307
2116,673.268,38.5522,12.2656,306
2117,675.242,38.6791,12.2051,307
2118,688.717,38.8234,12.1851,303
2119,685.546,38.933,12.1532,303
2120,679.991,39.01,12.1204,304
2121,683.992,39.1298,12.0722,306
2122,680.393,39.1885,12.0177,305
2123,673.554,39.186,11.9838,303
2124,674.598,39.2031,11.9809,304
2125,673.738,39.1873,12.0097,302
2126,667.565,39.161,12.0624,304
2127,671.008,39.1458,12.0981,303
2128,671.407,39.1089,12.1379,301
2129,668.167,39.0304,12.1832,299
2130,667.05,38.9663,12.2176,300
2131,670.545,38.9045,12.2418,298
2132,670.99,38.8647,12.2794,299
2133,677.691,38.8567,12.2978,298
2134,674.722,38.8445,12.297,299
2135,664.85,38.7612,12.3024,298
2136,649.665,38.6198,12.2974,300
2137,662.099,38.5816,12.2891,301
2138,659.789,38.5587,12.2844,303
2139,657.71,38.5255,12.2728,303
2140,657.639,38.5205,12.2482,305
2141,658.475,38.597,12.228,311
2142,653.827,38.6487,12.2086,312
2143,657.745,38.7197,12.1962,312
2144,659.47,38.7688,12.1936,310
2145,653.823,38.7522,12.1898,308
2146,665.841,38.8251,12.1637,309
2147,671.257,38.9242,12.1193,309
2148,672.531,39.0337,12.1073,310
2149,670.978,39.1347,12.1001,311
2150,674.98,39.2503,12.0897,311
2151,670.482,39.3253,12.0881,311
2152,662.834,39.3188,12.1122,309
2153,672.151,39.3971,12.1284,311
2154,674.236,39.4932,12.1507,312
2155,666.212,39.5285,12.1661,312
2156,680.591,39.6769,12.1609,314
2157,667.432,39.726,12.1837,314
2158,668.189,39.7492,12.2148,312
2159,667.97,39.7301,12.2492,309
2160,660.573,39.6793,12.2809,310
2161,641.315,39.5621,12.3172,314
2162,643.784,39.5223,12.3407,318
2163,637.905,39.4488,12.3387,318
2164,637.115,39.3414,12.3632,315
2165,649.903,39.3395,12.3934,316
2166,661.413,39.4113,12.4044,316
2167,674.472,39.5592,12.451,316
2168,675.425,39.6845,12.4665,315
2169,678.982,39.8584,12.4737,318
2170,666.884,39.8848,12.4677,314
2171,682.996,39.9978,12.4518,313
2172,681.296,40.1012,12.415,314
2173,681.566,40.1953,12.4025,314
2174,688.11,40.3079,12.3794,313
2175,689.499,40.4438,12.3458,315
2176,688.949,40.5883,12.3451,317
2177,668.654,40.5745,12.3677,316
2178,663.889,40.4935,12.4141,313
2179,684.8,40.5667,12.4534,314
2180,685.62,40.6242,12.508,313
2181,680.058,40.6144,12.5163,311
2182,684.952,40.6364,12.5517,311
2183,681.257,40.6459,12.5842,312
2184,686.931,40.677,12.6137,311
2185,686.638,40.703,12.649,311
2186,694.474,40.7623,12.6917,310
2187,684.427,40.7654,12.737,311
2188,681.684,40.7378,12.7327,310
2189,694.516,40.8204,12.7073,312
2190,691.664,40.8629,12.7303,311
2191,693.598,40.8998,12.7483,310
2192,683.638,40.8834,12.7452,311
2193,691.774,40.9199,12.7521,311
2194,680.197,40.8537,12.7551,309
2195,678.777,40.8245,12.7649,312
2196,674.799,40.825,12.773,316
2197,666.719,40.7737,12.7917,316
2198,675.647,40.772,12.7926,315
2199,664.783,40.6758,12.784,313
2200,669.404,40.6062,12.8099,312
2201,663.664,40.4951,12.8232,311
2202,664.798,40.4028,12.8348,311
2203,666.718,40.3323,12.8296,311
2204,662.146,40.2278,12.8411,310
2205,662.531,40.1368,12.8203,310
2206,657.478,39.9985,12.8112,308
2207,661.93,39.9026,12.8113,308
2208,686.637,39.9841,12.7952,309
2209,686.374,40.0553,12.7947,309
2210,683.436,40.1138,12.7645,310
2211,693.393,40.2285,12.7427,310
2212,695.153,40.3689,12.7078,312
2213,709.338,40.5704,12.6788,311
2214,707.704,40.7132,12.6567,309
2215,701.734,40.8035,12.6239,309
2216,695.46,40.8451,12.5954,309
2217,697.914,40.9243,12.552,311
2218,703.723,40.9913,12.5219,308
2219,699.951,41.0277,12.5474,308
2220,684.856,40.9398,12.5698,306
2221,686.57,40.8587,12.5881,305
2222,680.913,40.7121,12.6241,302
2223,683.022,40.5807,12.6682,301
2224,688.52,40.4703,12.7314,299
2225,677.268,40.3034,12.7762,299
2226,677.941,40.1452,12.8046,298
2227,664.147,39.9459,12.8176,300
2228,672.432,39.8308,12.8425,301
2229,678.089,39.7754,12.8635,302
2230,673.28,39.6964,12.8749,302
2231,666.252,39.6082,12.8473,304
2232,657.227,39.4864,12.8219,305
2233,655.404,39.3411,12.7759,303
2234,637.564,39.1017,12.7347,303
2235,644.907,38.9203,12.7,302
2236,638.917,38.7213,12.6476,302
2237,630.825,38.4939,12.598,302
2238,642.442,38.3738,12.5354,303
2239,642.998,38.3191,12.4993,307
2240,662.398,38.4161,12.4819,309
2241,668.159,38.5519,12.4571,310
2242,662.543,38.6507,12.4295,311
2243,642.188,38.6232,12.3913,312
2244,634.67,38.5511,12.3457,313
2245,637.803,38.5064,12.2705,312
2246,633.422,38.4388,12.2136,312
2247,633.08,38.364,12.1512,311
2248,640.872,38.3339,12.0798,310
2249,629.885,38.2381,12.0421,310
2250,637.996,38.1788,12.0249,308
2251,647.997,38.1882,12.0554,308
2252,639.897,38.1706,12.098,310
2253,650.607,38.2096,12.129,309
2254,657.547,38.3131,12.1204,311
2255,648.492,38.3611,12.0977,312
2256,655.643,38.3737,12.0837,306
2257,655.779,38.3985,12.0625,307
2258,658.601,38.4634,12.039,309
2259,657.541,38.5401,12.0296,311
2260,654.787,38.5788,11.9995,310
2261,657.708,38.6065,11.9809,308
2262,669.337,38.7038,11.9839,308
2263,672.603,38.8112,11.9783,308
2264,671.043,38.9104,11.9906,309
2265,675.039,38.9982,12.0231,307
2266,677.735,39.1065,12.0381,308
2267,673.861,39.1533,12.0421,306
2268,673.975,39.1959,12.0498,306
2269,665.078,39.2171,12.0702,309
2270,675.97,39.3043,12.0943,309
2271,679.473,39.4302,12.1064,311
2272,673.626,39.4931,12.1151,310
2273,663.863,39.4881,12.1456,310
2274,669.477,39.4932,12.1794,308
2275,672.729,39.518,12.2105,308
2276,681.056,39.6052,12.238,309
2277,681.351,39.7373,12.272,313
2278,679.816,39.8588,12.2867,314
2279,686.534,40.0233,12.3001,315
2280,673.681,40.1013,12.3068,316
2281,666.613,40.1259,12.3341,316
2282,686.351,40.2347,12.3736,313
