"time","M","Y","Z","I"
783,616.196,41.1356,13.052,337
784,620.277,41.0496,13.0449,341
785,635.649,41.0667,13.0467,340
786,648.584,41.1463,13.0082,338
787,638.626,41.1371,13.0064,337
788,644.963,41.1598,13.002,336
789,638.067,41.0601,13.0218,330
790,641.76,41.008,13.0215,331
791,629.784,40.9171,13.0127,334
792,635.206,40.8968,13,336
793,640.085,40.8996,12.9654,335
794,626.477,40.8098,12.9088,335
795,621.429,40.6953,12.8818,335
796,633.086,40.6599,12.8872,334
797,628.277,40.5718,12.9121,332
798,630.25,40.5063,12.9092,332
799,632.925,40.4778,12.9164,333
800,638.932,40.5051,12.8851,334
801,639.839,40.4989,12.8687,331
802,646.055,40.535,12.8402,331
803,645.35,40.5256,12.8338,328
804,640.215,40.4831,12.8347,328
805,646.393,40.4985,12.8065,329
806,648.354,40.5129,12.7706,328
807,644.718,40.5263,12.7595,330
808,650.447,40.6014,12.7319,332
809,652.002,40.6541,12.7113,330
810,662.402,40.72,12.7024,326
811,669.962,40.8416,12.7109,327
812,673.165,40.9845,12.709,328
813,663.449,41.073,12.7203,330
814,661.004,41.1485,12.7174,331
815,674.104,41.3038,12.704,331
816,678.693,41.4734,12.7089,331
817,690.924,41.6805,12.7134,329
818,665.932,41.7118,12.7176,330
819,675.838,41.819,12.7412,331
820,661.355,41.8303,12.7577,332
821,665.419,41.817,12.7784,328
822,673.577,41.8592,12.8165,328
823,693.519,42.0427,12.8614,329
824,691.668,42.1944,12.8892,329
825,690.901,42.3778,12.9128,333
826,701.911,42.5891,12.9616,331
827,706.42,42.8082,13.0148,331
828,690.678,42.8854,13.0798,330
829,683.71,42.8686,13.0896,327
830,680.139,42.83,13.1232,327
831,676.025,42.8199,13.1268,331
832,668.723,42.7491,13.1226,330
833,673.85,42.7715,13.1359,334
834,661.365,42.7072,13.1934,334
835,660.029,42.6154,13.241,332
836,677.726,42.6653,13.2986,333
837,670.253,42.6595,13.3649,333
838,667.128,42.6078,13.4337,331
839,660.715,42.5312,13.4579,332
840,654.044,42.4054,13.4526,331
841,643.539,42.2348,13.4405,332
842,648.485,42.1156,13.4373,332
843,653.837,42.0449,13.4151,332
844,659.553,41.995,13.4222,330
845,665.598,41.9908,13.402,330
846,666.538,41.9806,13.3732,329
847,673.684,42.0319,13.3888,330
848,678.316,42.1218,13.387,331
849,684.284,42.2552,13.3708,332
850,679.756,42.344,13.3468,332
851,676.58,42.402,13.3073,332
852,669.222,42.3917,13.2537,331
853,664.4,42.3628,13.2163,332
854,658.26,42.3082,13.1941,333
855,658.134,42.246,13.1785,332
856,680.521,42.3539,13.1772,333
857,663.769,42.2868,13.174,329
858,680.192,42.3232,13.1901,328
859,676.973,42.3602,13.2183,330
860,676.775,42.4178,13.2601,332
861,688.298,42.56,13.288,333
862,688.768,42.7165,13.3062,335
863,681.991,42.8366,13.303,337
864,672.292,42.8649,13.2939,336
865,668.963,42.8803,13.2768,337
866,667.767,42.9369,13.2572,341
867,666.69,42.9546,13.2911,339
868,672.021,42.9814,13.27,337
869,679.519,43.0305,13.2815,335
870,686.267,43.0808,13.2931,332
871,691.44,43.1474,13.3112,331
872,685.296,43.1789,13.3558,332
873,692.367,43.2545,13.4049,332
874,672.63,43.1766,13.4426,331
875,685.467,43.2061,13.4515,332
876,679.02,43.1891,13.4563,332
877,656.118,43.0199,13.4741,332
878,655.306,42.8633,13.4796,332
879,659.076,42.7234,13.488,330
880,656.168,42.604,13.5034,332
881,656.251,42.5228,13.5192,334
882,650.026,42.3958,13.5401,333
883,657.024,42.2667,13.55,328
884,661.521,42.1812,13.5737,328
885,658.369,42.0587,13.5493,326
886,659.132,41.9542,13.5585,326
887,665.219,41.9264,13.5532,328
888,653.597,41.8243,13.5001,328
889,665.637,41.8257,13.4509,329
890,675.574,41.8544,13.4071,326
891,674.616,41.8996,13.3696,328
892,665.655,41.9313,13.3441,332
893,662.989,41.9671,13.3042,334
894,670.49,42.0241,13.2637,332
895,678.141,42.1136,13.2369,331
896,681.427,42.1896,13.1985,329
897,669.984,42.1813,13.1657,329
898,669.586,42.1328,13.1569,326
899,671.927,42.1434,13.1249,329
900,668.635,42.131,13.1254,329
901,657.571,42.0713,13.1344,331
902,664.714,42.0531,13.1485,330
903,663.043,42.0636,13.1585,333
904,671.438,42.1681,13.1697,336
905,681.695,42.3314,13.1876,336
906,669.325,42.342,13.2157,332
907,676.193,42.3976,13.2395,332
908,670.673,42.3718,13.2369,329
909,681.006,42.4176,13.2217,329
910,675.005,42.4315,13.2251,330
911,673.205,42.4318,13.2212,330
912,662.584,42.3612,13.2024,330
913,647.626,42.2104,13.1967,331
914,644.063,42.1131,13.2,336
915,634.557,41.9131,13.2328,332
916,636.801,41.7858,13.284,335
917,657.721,41.8139,13.2874,335
918,662.149,41.8564,13.3048,334
919,653.534,41.7863,13.2967,330
920,664.681,41.8235,13.3111,332
921,663.913,41.8515,13.3154,332
922,672.221,41.9454,13.3156,333
923,675.199,42.0235,13.2934,331
924,664.379,42.0462,13.2461,333
925,664.541,42.0675,13.2155,333
926,645.787,41.9233,13.1528,330
927,648.709,41.8262,13.1128,331
928,643.238,41.7395,13.1216,334
929,641.914,41.653,13.135,334
930,649.723,41.6658,13.113,337
931,639.65,41.6084,13.1246,337
932,641.385,41.5935,13.1335,339
933,635.747,41.5172,13.1629,337
934,641.472,41.4758,13.1874,336
935,634.925,41.4064,13.1945,337
936,631.732,41.3105,13.2012,336
937,632.459,41.2538,13.156,338
938,625.913,41.1584,13.1255,338
939,639.822,41.1561,13.0983,337
940,638.84,41.1473,13.0712,337
941,641.556,41.109,13.0752,333
942,632.3,40.9883,13.0572,331
943,643.77,40.9203,13.0525,328
944,646.893,40.8927,13.0285,329
945,647.904,40.8995,13.0155,331
946,622.713,40.7604,12.9938,333
947,628.842,40.6535,12.9637,331
948,643.358,40.6183,12.9459,328
949,647.422,40.6138,12.9159,328
950,650.18,40.6654,12.9152,331
951,654.462,40.7403,12.9125,331
952,665.516,40.8303,12.9004,327
953,662.864,40.944,12.8626,331
954,662.278,41.0417,12.8412,331
955,664.45,41.1436,12.8326,331
956,667.305,41.241,12.8347,330
957,659.974,41.2792,12.7911,330
958,644.377,41.2091,12.7575,330
959,642.939,41.1245,12.7465,329
960,645.245,41.0519,12.7451,328
961,626.621,40.8633,12.7612,328
962,636.859,40.7992,12.7847,331
963,640.673,40.7063,12.813,326
964,652.206,40.6869,12.8487,325
965,667.985,40.7606,12.8793,324
966,672.287,40.8547,12.9113,324
967,681.558,40.9736,12.9419,322
968,676.402,41.0463,12.9538,322
969,673.562,41.054,12.9318,319
970,677.306,41.1111,12.9053,321
971,675.275,41.149,12.8825,321
972,673.448,41.1709,12.8233,321
973,664.603,41.133,12.8032,321
974,666.543,41.0735,12.7741,318
975,666.488,41.0455,12.768,320
976,676.339,41.0842,12.7911,320
977,686.106,41.2085,12.8206,322
978,689.495,41.302,12.8579,319
979,677.245,41.3065,12.8807,319
980,680.621,41.3454,12.8832,320
981,682.759,41.4202,12.9011,322
982,671.183,41.45,12.913,325
983,668.865,41.4615,12.9199,325
984,664.978,41.3699,12.908,319
985,668.68,41.2735,12.8893,316
986,673.812,41.2073,12.8805,315
987,674.831,41.1288,12.8927,313
988,674.848,41.0457,12.9317,312
989,666.763,40.9203,12.961,312
990,661.287,40.761,12.9624,311
991,659.058,40.6044,12.9746,311
992,665.152,40.5283,12.9981,313
993,672.437,40.4935,13.0075,312
994,680.793,40.5543,13.0111,315
995,680.214,40.5658,12.9823,312
996,684.193,40.6013,12.9521,312
997,686.873,40.6236,12.9313,310
998,682.986,40.6323,12.9066,311
999,699.287,40.7159,12.8806,309
1000,692.359,40.7738,12.8412,311
1001,697.823,40.9002,12.7912,314
1002,691.041,40.9966,12.7421,316
1003,685.836,41.0495,12.7182,316
1004,685.653,41.0694,12.7073,314
1005,680.088,41.0648,12.7264,315
1006,695.779,41.2141,12.73,319
1007,680.201,41.26,12.7411,320
1008,667.081,41.2416,12.7481,322
1009,659.773,41.1901,12.7508,323
1010,650.495,41.0336,12.7771,319
1011,652.046,40.9038,12.7952,319
1012,637.241,40.7042,12.8349,320
1013,635.617,40.5394,12.8652,322
1014,623.355,40.3478,12.8818,325
1015,606.92,40.0914,12.888,327
1016,611.028,39.8894,12.8866,327
1017,596.725,39.6141,12.9334,327
1018,619.853,39.5093,12.9478,326
1019,630.767,39.4756,12.942,325
1020,644.191,39.5215,12.9259,324
1021,658.072,39.6536,12.8768,324
1022,657.964,39.7458,12.836,322
1023,663.268,39.8882,12.7734,324
1024,667.141,40.0282,12.7217,323
1025,662.527,40.1358,12.6616,324
1026,658.374,40.2048,12.5811,324
1027,668.137,40.3178,12.5177,323
1028,662.523,40.4201,12.4313,326
1029,661.971,40.5333,12.3984,328
1030,663.274,40.6304,12.3879,327
1031,655.446,40.6905,12.4023,329
1032,654.702,40.7518,12.4437,330
1033,657.632,40.8261,12.4726,330
1034,657.568,40.8796,12.5173,329
1035,676.412,41.053,12.5613,329
1036,678.07,41.193,12.595,327
1037,675.063,41.3113,12.6167,328
1038,667.857,41.3819,12.6522,329
1039,675.771,41.5106,12.6843,330
1040,666.694,41.5906,12.7198,332
1041,672.925,41.7168,12.7503,333
1042,665.932,41.808,12.7691,335
1043,663.239,41.8965,12.7883,337
1044,659.015,41.9594,12.8117,338
1045,656.114,41.9957,12.8285,338
1046,663.402,42.0528,12.8829,336
1047,664.562,42.0736,12.9268,333
1048,671.906,42.1417,12.9639,333
1049,665.015,42.1816,12.9861,335
1050,666.014,42.2494,13.0265,337
1051,658.812,42.2734,13.0516,338
1052,662.231,42.3057,13.0912,337
1053,646.408,42.2265,13.1198,337
1054,647.467,42.1753,13.1476,338
1055,650.22,42.1236,13.1673,336
1056,654.498,42.0941,13.1787,335
1057,656.549,42.094,13.1966,336
1058,661.994,42.1058,13.2031,334
1059,649.794,42.0338,13.2245,334
1060,649.615,41.9558,13.237,333
1061,654.853,41.8965,13.2583,331
1062,669.468,41.9542,13.2658,332
1063,666.421,41.998,13.276,333
1064,667.279,42.0812,13.2511,336
1065,666.251,42.0849,13.2351,331
1066,677.026,42.1216,13.2188,328
1067,673.224,42.1421,13.2096,329
1068,673.401,42.1616,13.2096,329
1069,671.761,42.1937,13.2132,331
1070,680.185,42.2789,13.1907,331
1071,665.266,42.2297,13.1662,329
1072,671.64,42.2282,13.1476,329
1073,679.176,42.264,13.1657,328
1074,665.258,42.2163,13.1794,329
1075,667.132,42.1989,13.2055,330
1076,666.119,42.1893,13.2067,331
1077,672.407,42.1971,13.2182,329
1078,669.067,42.2074,13.2246,331
1079,672.36,42.2259,13.2307,330
1080,671.724,42.2766,13.2408,333
1081,656.751,42.2336,13.2676,334
1082,656.776,42.1451,13.2521,330
1083,661.299,42.0836,13.2516,329
1084,670.769,42.0918,13.2629,329
1085,668.492,42.0328,13.2479,325
1086,653.843,41.8587,13.2425,323
1087,654.158,41.7051,13.2394,323
1088,638.243,41.4637,13.2419,323
1089,633.818,41.2068,13.2451,322
1090,623.537,40.8863,13.2509,320
1091,625.983,40.6156,13.2669,320
1092,632.685,40.429,13.2533,321
1093,630.616,40.2728,13.2256,323
1094,637.755,40.1799,13.2063,323
1095,627.979,40.0208,13.2088,322
1096,630.881,39.9096,13.1903,323
1097,633.493,39.8151,13.1357,322
1098,641.244,39.7812,13.0875,322
1099,633.819,39.6903,13.0117,321
1100,625.337,39.5778,12.9311,323
1101,640.204,39.5622,12.8306,322
1102,640.983,39.5779,12.7456,324
1103,634.485,39.5493,12.6871,324
1104,616.936,39.4085,12.638,324
1105,627.243,39.3383,12.6089,323
1106,625.719,39.2536,12.559,322
1107,632.447,39.2218,12.5241,322
1108,633.102,39.2097,12.4944,323
1109,634.592,39.2693,12.4838,328
1110,639.533,39.3187,12.4552,325
1111,633.179,39.3089,12.4199,324
1112,637.361,39.352,12.415,326
1113,644.725,39.4145,12.42,324
1114,654.953,39.55,12.411,325
1115,648.857,39.631,12.3668,325
1116,649.672,39.7088,12.3448,325
1117,639.605,39.6755,12.3182,322
1118,635.944,39.6096,12.3082,321
1119,643.45,39.6241,12.3044,323
1120,647.505,39.6512,12.3231,322
1121,644.854,39.6829,12.3386,324
1122,647.869,39.7433,12.3356,325
1123,658.682,39.8433,12.3491,323
1124,651.314,39.9094,12.3687,325
1125,644.682,39.9126,12.4112,324
1126,631.514,39.829,12.4366,324
1127,625.963,39.7298,12.4611,325
1128,620.066,39.555,12.4506,321
1129,626.46,39.4642,12.4299,323
1130,643.014,39.4666,12.4345,322
1131,640.812,39.4545,12.443,321
1132,637.931,39.4006,12.4529,319
1133,641.638,39.3763,12.4719,319
1134,645.874,39.3819,12.5033,319
1135,645.187,39.3825,12.524,319
1136,658.068,39.4788,12.525,320
1137,656.161,39.5526,12.4988,320
1138,658.045,39.6308,12.4676,320
1139,656.141,39.6759,12.4128,319
1140,642.727,39.6663,12.3843,322
1141,645.954,39.6912,12.385,323
1142,657.859,39.7661,12.3812,321
1143,659.573,39.8316,12.3643,320
1144,671.915,39.9831,12.3567,321
1145,676.724,40.0978,12.3585,317
1146,673.852,40.1691,12.3586,316
1147,664.966,40.176,12.3889,316
1148,678.57,40.2692,12.412,316
1149,671.013,40.3041,12.4366,316
1150,663.311,40.2734,12.4507,315
1151,669.88,40.2622,12.4477,313
1152,668.592,40.2697,12.4555,315
1153,657.533,40.2057,12.479,315
1154,654.78,40.1185,12.4996,314
1155,656.802,40.0408,12.5471,313
1156,648.722,39.9449,12.5831,315
1157,647.749,39.8281,12.6055,313
1158,642.374,39.7019,12.6076,314
1159,649.237,39.67,12.6369,317
1160,651.813,39.6455,12.6479,316
1161,655.032,39.6441,12.6382,316
1162,655.229,39.6191,12.6347,314
1163,664.406,39.6297,12.637,312
1164,670.865,39.667,12.617,311
1165,678.479,39.7484,12.5896,311
1166,675.431,39.7501,12.5652,307
1167,663.688,39.666,12.5351,306
1168,664.819,39.6232,12.4985,308
1169,664.037,39.5801,12.4589,308
1170,674.133,39.5915,12.4489,307
1171,677.82,39.5987,12.4412,305
1172,687.438,39.6513,12.4408,304
1173,692.494,39.7428,12.4329,305
1174,678.145,39.736,12.4362,305
1175,684.13,39.7931,12.4479,307
1176,690.417,39.9231,12.4735,310
1177,692.476,40.0522,12.474,310
1178,688.028,40.1398,12.4476,310
1179,693.025,40.2362,12.4342,309
1180,696.623,40.2781,12.4206,304
1181,691.76,40.2723,12.4242,303
1182,700.884,40.3231,12.4265,303
1183,690.196,40.2765,12.443,301
1184,681.476,40.2078,12.4717,303
1185,667.329,40.0468,12.4696,302
1186,664.496,39.8982,12.4875,303
1187,664.646,39.8043,12.5283,306
1188,666.582,39.7707,12.5688,309
1189,663.823,39.7742,12.5963,313
1190,655.041,39.7343,12.6266,314
1191,662.437,39.7583,12.6397,315
1192,667.293,39.8235,12.6379,316
1193,658.164,39.8234,12.6538,316
1194,654.448,39.812,12.6392,317
1195,645.703,39.7581,12.6176,318
1196,641.433,39.6824,12.5671,318
1197,638.489,39.5957,12.5205,318
1198,643.04,39.5352,12.491,317
1199,648.036,39.4884,12.4805,315
1200,646.233,39.4226,12.4816,314
1201,641.009,39.3306,12.469,314
1202,657.908,39.3558,12.4766,314
1203,647.918,39.29,12.497,312
1204,648.826,39.2244,12.497,311
1205,644.243,39.1246,12.4934,310
1206,637.419,39.0047,12.4765,311
1207,639.377,38.922,12.4527,312
1208,643.839,38.8516,12.4256,310
1209,643.355,38.8103,12.4066,312
1210,655.52,38.8627,12.3919,313
1211,652.968,38.8684,12.3712,311
1212,647.071,38.8487,12.3424,312
1213,650.764,38.8545,12.3503,312
1214,645.988,38.8294,12.3296,312
1215,639.889,38.744,12.309,310
1216,647,38.7495,12.2777,313
1217,645.3,38.7065,12.2401,310
1218,646.47,38.6877,12.2141,311
1219,652.023,38.706,12.1921,311
1220,646.221,38.6981,12.1791,312
1221,643.699,38.6751,12.1955,312
1222,637.829,38.6053,12.1973,311
1223,641.546,38.5908,12.1911,313
1224,654.791,38.6744,12.1929,314
1225,651.412,38.7151,12.1851,313
1226,657.371,38.7768,12.1583,312
1227,676.234,38.964,12.16,313
1228,666.21,39.068,12.1465,313
1229,652.689,39.0752,12.1406,313
1230,656.72,39.0947,12.1463,312
1231,671.148,39.2161,12.1439,313
1232,676.034,39.3556,12.1367,313
1233,689.43,39.5786,12.1147,314
1234,668.187,39.6301,12.1102,313
1235,683.268,39.7324,12.1364,310
1236,674.342,39.7549,12.1492,309
1237,674.407,39.8014,12.1686,311
1238,666.367,39.8306,12.2273,314
1239,667.23,39.8494,12.2599,313
1240,667.107,39.8654,12.2622,313
1241,663.396,39.8689,12.2683,314
1242,660.957,39.8313,12.3064,312
1243,659.661,39.802,12.3502,313
1244,647.695,39.6876,12.4202,312
1245,654.025,39.6003,12.4363,310
1246,655.223,39.5297,12.4685,310
1247,648.201,39.4349,12.4755,311
1248,643.681,39.297,12.4901,309
1249,641.412,39.1595,12.4993,309
1250,646.571,39.044,12.5052,307
1251,656.614,39.0031,12.5102,307
1252,662.953,38.9933,12.5113,306
1253,671.357,39.0108,12.4995,304
1254,671.722,39.0416,12.4903,305
1255,686.45,39.1865,12.4544,307
1256,675.405,39.2215,12.427,305
1257,660.964,39.1636,12.4048,305
1258,657.868,39.0927,12.3751,305
1259,656.881,39.0358,12.3318,306
1260,661.393,39.0128,12.2887,306
1261,660.054,39.0093,12.2524,308
1262,650.748,38.9232,12.2396,306
1263,652.273,38.8681,12.2365,307
1264,645.546,38.7152,12.242,303
1265,648.491,38.6089,12.2517,303
1266,638.542,38.4772,12.2971,305
1267,630.488,38.3579,12.3081,309
1268,639.439,38.3072,12.2899,309
1269,640.295,38.255,12.2677,308
1270,647.366,38.2648,12.2498,309
1271,642.929,38.2951,12.2426,313
1272,658.736,38.3971,12.2415,311
1273,653.163,38.4407,12.2145,310
1274,647.246,38.4425,12.1972,310
1275,659.922,38.5617,12.1492,313
1276,653.33,38.6015,12.1159,311
1277,652.797,38.6337,12.0745,311
1278,663.117,38.7148,12.0371,310
1279,667.005,38.8245,12.0212,311
1280,664.205,38.9305,12.0048,313
1281,688.684,39.1804,12.0079,313
1282,672.016,39.2725,12.0174,311
1283,662.414,39.2943,12.0494,311
1284,670.873,39.3543,12.0631,310
1285,664.086,39.3399,12.0637,308
1286,651.677,39.2496,12.1011,308
1287,650.409,39.1235,12.1136,305
1288,657.368,39.0412,12.1237,304
1289,651.032,38.916,12.1491,303
1290,643.528,38.7457,12.1835,302
1291,649.376,38.6167,12.2168,301
1292,650.138,38.5309,12.2952,303
1293,638.224,38.4421,12.3241,308
1294,632.002,38.3118,12.331,307
1295,628.202,38.1596,12.3498,306
1296,625.681,38.0199,12.3453,307
1297,640.513,38.0116,12.3169,309
1298,642.162,38.0392,12.2774,311
1299,655.346,38.1343,12.2515,310
1300,642.011,38.1356,12.2123,310
1301,634.51,38.1019,12.1588,311
1302,643.059,38.1379,12.1183,312
1303,643.553,38.1732,12.0914,312
1304,640.398,38.1971,12.0635,313
1305,631.258,38.1485,12.0227,312
1306,624.832,38.0644,11.9749,312
1307,615.449,37.9182,11.931,311
1308,622.304,37.8306,11.9284,311
1309,614.074,37.6769,11.9371,309
1310,617.466,37.5725,11.9669,310
1311,616.02,37.47,11.9674,310
1312,627.318,37.4733,11.9568,312
1313,642.886,37.5623,11.9681,311
1314,650.597,37.678,11.9792,310
1315,658.438,37.856,11.9867,312
1316,649.294,37.9324,11.9714,310
1317,650.964,38.0363,11.945,312
1318,664.168,38.1743,11.8991,309
1319,678.751,38.389,11.8716,309
1320,680.176,38.6292,11.8234,312
1321,676.958,38.8497,11.7906,314
1322,674.963,39.0341,11.7585,314
1323,668.666,39.159,11.7595,314
1324,667.5,39.2633,11.7875,314
1325,674.55,39.4273,11.8238,316
1326,658.395,39.4454,11.8796,314
1327,664.555,39.5516,11.9036,318
1328,665.6,39.6789,11.9362,320
1329,657.54,39.7405,11.9795,320
1330,654.786,39.7902,12.0469,321
1331,659.507,39.9159,12.1223,325
1332,654.757,39.9844,12.1914,324
1333,649.581,39.9994,12.2493,323
1334,647.623,40.0247,12.2885,325
1335,647.661,40.0228,12.3213,323
1336,641.394,40.0169,12.3727,326
1337,645.655,40.0274,12.3784,325
1338,644.99,40.0447,12.4117,326
1339,660.591,40.1885,12.4517,328
1340,653.031,40.2794,12.471,329
1341,655.228,40.3752,12.4866,329
1342,654.506,40.4811,12.526,331
1343,657.455,40.6333,12.5475,334
1344,652.909,40.7635,12.5522,336
1345,655.119,40.92,12.5602,338
1346,655.307,41.0612,12.5596,338
1347,668.976,41.3193,12.5577,341
1348,676.778,41.6169,12.561,342
1349,673.001,41.8567,12.5665,342
1350,687.601,42.1721,12.6116,342
1351,687.24,42.4384,12.6401,341
1352,687.816,42.7329,12.6702,345
1353,693.735,43.0508,12.7034,346
1354,686.461,43.3102,12.7512,348
1355,688.915,43.5724,12.792,349
1356,689.324,43.8228,12.8411,350
1357,692.391,44.0948,12.8854,352
1358,692.452,44.3382,12.9664,352
1359,687.107,44.5177,13.0598,352
1360,694.896,44.7335,13.1351,352
1361,697.407,44.9443,13.234,352
1362,696.966,45.1428,13.3176,353
1363,690.269,45.2987,13.4101,355
1364,696.842,45.4719,13.5098,354
1365,694.658,45.6639,13.5912,358
1366,681.892,45.73,13.6735,357
1367,687.503,45.8165,13.7521,356
1368,658.353,45.6712,13.8374,355
1369,651.018,45.5009,13.9138,357
1370,660.616,45.418,13.9701,356
1371,655.754,45.3213,14.0379,357
1372,647.779,45.1772,14.104,357
1373,658.601,45.1643,14.1663,360
1374,652.141,45.1057,14.2152,360
1375,649.027,45.0552,14.2695,362
1376,648.024,45.0028,14.3298,362
1377,644.422,44.9295,14.3506,362
1378,660.079,45.004,14.3777,364
1379,661.572,45.094,14.3321,365
1380,650.314,45.0913,14.2787,365
1381,658.183,45.122,14.2526,363
1382,661.665,45.1624,14.2223,362
1383,663.898,45.2276,14.1771,363
1384,661.408,45.2297,14.173,360
1385,658.268,45.1963,14.1546,359
1386,650.941,45.076,14.1388,356
1387,647.047,44.916,14.1223,354
1388,647.142,44.7613,14.0994,353
1389,635.528,44.5522,14.1227,354
1390,635.875,44.3799,14.151,355
1391,630.788,44.1893,14.1501,355
1392,627.109,44.0045,14.1598,356
1393,648.098,43.9907,14.1725,356
1394,645.388,43.9834,14.1929,358
1395,651.049,44.0178,14.1936,358
1396,656.144,44.1105,14.1831,360
1397,656.23,44.219,14.1453,362
1398,664.407,44.3758,14.0951,362
1399,650.166,44.4115,14.0466,362
1400,640.05,44.4057,13.981,365
1401,646.245,44.434,13.9269,364
1402,641.02,44.4208,13.8671,364
1403,644.418,44.4095,13.8091,362
1404,651.076,44.4359,13.8048,361
1405,655.269,44.4777,13.8024,360
1406,643.742,44.431,13.8133,360
1407,655.868,44.4901,13.8424,361
1408,673.081,44.656,13.8764,360
1409,665.173,44.7465,13.9256,360
1410,668.856,44.867,13.9368,361
1411,683.87,45.0843,13.935,361
1412,679.383,45.2199,13.9439,359
1413,676.245,45.3181,13.9397,359
1414,675.22,45.4114,13.9362,360
1415,660.798,45.3769,13.9445,359
1416,676.618,45.4355,13.9576,357
1417,662.957,45.4142,13.9429,359
1418,671.361,45.4818,13.9615,361
1419,665.425,45.4988,14.0135,361
1420,666.382,45.5336,14.0419,362
1421,654.644,45.4787,14.0797,362
1422,647.68,45.4032,14.1479,364
1423,638.712,45.2817,14.1905,365
1424,634.241,45.1402,14.2213,365
1425,639.216,45.0747,14.2506,367
1426,635.595,44.9773,14.2398,366
1427,656.635,45.0587,14.2581,367
1428,656.672,45.1441,14.2514,368
1429,652.205,45.1872,14.2727,368
1430,645.484,45.1633,14.278,367
1431,647.536,45.1818,14.2889,369
1432,638.582,45.1314,14.2717,369
1433,637.724,45.0437,14.248,366
1434,641.452,45.0052,14.2099,367
1435,647.506,44.9912,14.1655,365
1436,645.756,44.9657,14.1449,365
1437,659.48,45.0444,14.1144,365
1438,665.532,45.1847,14.1399,367
1439,657.479,45.2253,14.1667,365
1440,649.331,45.2013,14.1802,365
1441,650.998,45.1427,14.1727,361
1442,642.598,45.0046,14.1785,359
1443,644.938,44.9227,14.1627,361
1444,641.645,44.789,14.1352,358
1445,641.38,44.6675,14.1231,358
1446,644.742,44.5711,14.1187,357
1447,635.168,44.4279,14.1107,358
1448,635.551,44.3026,14.1354,358
1449,634.996,44.1867,14.1795,358
1450,643.496,44.157,14.1922,359
1451,639.447,44.1132,14.1846,360
1452,625.902,43.9634,14.1663,359
1453,621.812,43.7409,14.1229,354
1454,633.431,43.5772,14.0972,350
1455,626.788,43.4077,14.0552,352
1456,631.609,43.2785,14.0171,351
1457,639.548,43.2317,13.9869,352
1458,636.793,43.1703,13.9419,352
1459,646.014,43.218,13.9026,355
1460,650.712,43.3439,13.8663,359
1461,654.041,43.4807,13.8569,359
1462,651.637,43.573,13.8432,358
1463,649.473,43.6644,13.7962,360
1464,658.326,43.8358,13.7263,362
1465,655.493,43.9556,13.675,361
1466,649.344,44.0424,13.6218,363
1467,651.01,44.0951,13.5813,360
1468,648.909,44.1021,13.5666,358
1469,640.718,44.0734,13.5473,360
1470,638.746,44.0091,13.5623,358
1471,644.171,44.0154,13.6018,360
1472,654.454,44.1085,13.6447,361
1473,668.209,44.2923,13.6737,361
1474,669.788,44.4679,13.7024,361
1475,666.709,44.5897,13.7561,360
1476,661.238,44.646,13.7937,359
1477,666.214,44.7452,13.821,360
1478,667.993,44.8468,13.8375,360
1479,656.094,44.8383,13.8397,359
1480,654.384,44.8805,13.8307,364
1481,643.846,44.8283,13.8105,363
1482,647.861,44.8112,13.8125,363
1483,637.075,44.7407,13.8417,365
1484,640.868,44.718,13.8994,366
1485,639.781,44.7139,13.9545,368
1486,646.903,44.8125,13.9927,372
1487,661.413,45.0225,14.0104,373
1488,651.071,45.1442,14.0415,374
1489,656.164,45.2666,14.0734,372
1490,658.048,45.4026,14.0707,373
1491,659.743,45.4993,14.084,370
1492,660.369,45.6029,14.0676,371
1493,656.432,45.6285,14.0622,368
1494,659.189,45.6344,14.0401,365
1495,652.67,45.6038,14.033,366
1496,663.903,45.685,14.0317,368
1497,658.713,45.6813,14.0626,365
1498,656.741,45.6759,14.1285,366
1499,661.267,45.692,14.1667,365
1500,668.94,45.7378,14.2051,363
1501,670.446,45.7769,14.2478,362
1502,663.702,45.7373,14.2782,360
1503,668.432,45.7236,14.3107,359
1504,666.388,45.6966,14.3187,359
1505,670.85,45.7176,14.3206,360
1506,668.565,45.6943,14.311,358
1507,679.108,45.737,14.3364,357
1508,675.097,45.7334,14.3353,356
1509,682.288,45.7689,14.3336,355
1510,668.059,45.7238,14.3386,357
1511,672.353,45.7401,14.353,359
1512,686.118,45.8156,14.3653,356
1513,676.006,45.8229,14.3528,357
1514,666.005,45.7446,14.3486,356
1515,670.505,45.6815,14.3401,354
1516,662.854,45.5955,14.3467,356
1517,664.969,45.5086,14.3394,354
1518,670.472,45.4577,14.3528,353
1519,664.625,45.3577,14.3516,352
1520,656.662,45.2117,14.3628,352
1521,668.396,45.1775,14.3486,353
1522,665.456,45.088,14.3537,350
1523,656.511,44.8947,14.3774,346
1524,644.86,44.6648,14.3797,348
1525,648.774,44.487,14.3551,348
1526,660.396,44.3597,14.3353,344
1527,666.357,44.2621,14.3083,342
1528,655.521,44.0998,14.2811,342
1529,647.569,43.912,14.2651,343
1530,638.612,43.6577,14.2337,341
1531,633.251,43.3813,14.1879,340
1532,635.626,43.1265,14.1772,338
1533,639.563,42.9257,14.1491,338
1534,631.407,42.6783,14.0884,337
1535,633.066,42.4565,14.0163,336
1536,638.16,42.2565,13.9605,333
1537,658.944,42.2178,13.9205,333
1538,656.949,42.1573,13.8899,332
